206377,109,0,0,0,0,0,0,0
206391,109,0,0,0,0,0,0,0
206403,110,0,0,0,0,0,0,0
206415,109,0,0,0,0,0,0,0
206428,110,0,0,0,0,0,0,0
206440,110,0,0,0,0,0,0,0
206453,109,0,0,0,0,0,0,0
206466,110,0,0,0,0,0,0,0
206478,109,0,0,0,0,0,0,0
206490,108,0,0,0,0,0,0,0
206502,109,0,0,0,0,0,0,0
206515,110,0,0,0,0,0,0,0
206528,109,0,0,0,0,0,0,0
206540,109,0,0,0,0,0,0,0
206553,109,0,0,0,0,0,0,0
206565,109,0,0,0,0,0,0,0
206577,109,0,0,0,0,0,0,0
206590,110,0,0,0,0,0,0,0
206603,110,0,0,0,0,0,0,0
206615,110,0,0,0,0,0,0,0
206627,110,0,0,0,0,0,0,0
206640,185,0,0,0,0,0,0,0
206653,319,0,0,0,0,0,0,0
206665,358,0,0,0,0,0,0,0
206678,343,0,0,0,0,0,0,0
206690,132,0,0,0,0,0,0,0
206702,223,0,0,0,0,0,0,0
206714,335,0,0,0,0,0,0,0
206728,365,0,0,0,0,0,0,0
206740,360,0,0,0,0,0,0,0
206752,125,0,0,0,0,0,0,0
206765,111,0,0,0,0,0,0,0
206777,109,0,0,0,0,0,0,0
206790,109,0,0,0,0,0,0,0
206802,109,0,0,0,0,0,0,0
206815,109,0,0,0,0,0,0,0
206827,110,0,0,0,0,0,0,0
206839,109,0,0,0,0,0,0,0
206853,110,0,0,0,0,0,0,0
206865,109,0,0,0,0,0,0,0
206877,109,0,0,0,0,0,0,0
206889,109,0,0,0,0,0,0,0
206902,109,0,0,0,0,0,0,0
206914,109,0,0,0,0,0,0,0
206927,109,0,0,0,0,0,0,0
206940,110,0,0,0,0,0,0,0
206952,108,0,0,0,0,0,0,0
206964,109,0,0,0,0,0,0,0
206977,109,0,0,0,0,0,0,0
206990,109,0,0,0,0,0,0,0
207002,109,0,0,0,0,0,0,0
207014,109,0,0,0,0,0,0,0
207027,110,0,0,0,0,0,0,0
207039,108,0,0,0,0,0,0,0
207052,109,0,0,0,0,0,0,0
207065,109,0,0,0,0,0,0,0
207077,109,0,0,0,0,0,0,0
207089,109,0,0,0,0,0,0,0
207101,109,0,0,0,0,0,0,0
207114,110,0,0,0,0,0,0,0
207127,109,0,0,0,0,0,0,0
207139,110,0,0,0,0,0,0,0
207152,111,0,0,0,0,0,0,0
207164,233,0,0,0,0,0,0,0
207176,334,0,0,0,0,0,0,0
207190,361,0,0,0,0,0,0,0
207202,339,0,0,0,0,0,0,0
207214,130,0,0,0,0,0,0,0
207226,227,0,0,0,0,0,0,0
207239,336,0,0,0,0,0,0,0
207252,364,0,0,0,0,0,0,0
207264,305,0,0,0,0,0,0,0
207277,114,0,0,0,0,0,0,0
207289,111,0,0,0,0,0,0,0
207301,110,0,0,0,0,0,0,0
207313,110,0,0,0,0,0,0,0
207327,109,0,0,0,0,0,0,0
207339,109,0,0,0,0,0,0,0
207351,109,0,0,0,0,0,0,0
207364,109,0,0,0,0,0,0,0
207376,109,0,0,0,0,0,0,0
207389,108,0,0,0,0,0,0,0
207401,109,0,0,0,0,0,0,0
207414,109,0,0,0,0,0,0,0
207426,109,0,0,0,0,0,0,0
207438,109,0,0,0,0,0,0,0
207452,110,0,0,0,0,0,0,0
207464,110,0,0,0,0,0,0,0
207476,109,0,0,0,0,0,0,0
207489,109,0,0,0,0,0,0,0
207501,110,0,0,0,0,0,0,0
207513,110,0,0,0,0,0,0,0
207526,110,0,0,0,0,0,0,0
207539,110,0,0,0,0,0,0,0
207551,108,0,0,0,0,0,0,0
207563,109,0,0,0,0,0,0,0
207576,109,0,0,0,0,0,0,0
207589,109,0,0,0,0,0,0,0
207601,109,0,0,0,0,0,0,0
207613,109,0,0,0,0,0,0,0
207626,111,0,0,0,0,0,0,0
207638,110,0,0,0,0,0,0,0
207651,110,0,0,0,0,0,0,0
207664,110,0,0,0,0,0,0,0
207676,110,0,0,0,0,0,0,0
207688,109,0,0,0,0,0,0,0
207700,109,0,0,0,0,0,0,0
207713,110,0,0,0,0,0,0,0
207726,115,0,0,0,0,0,0,0
207738,259,0,0,0,0,0,0,0
207751,339,0,0,0,0,0,0,0
207763,363,0,0,0,0,0,0,0
207775,208,0,0,0,0,0,0,0
207789,139,0,0,0,0,0,0,0
207801,284,0,0,0,0,0,0,0
207813,350,0,0,0,0,0,0,0
207825,370,0,0,0,0,0,0,0
207838,235,0,0,0,0,0,0,0
207851,115,0,0,0,0,0,0,0
207863,112,0,0,0,0,0,0,0
207876,110,0,0,0,0,0,0,0
207888,111,0,0,0,0,0,0,0
207900,110,0,0,0,0,0,0,0
207912,110,0,0,0,0,0,0,0
