0,117
0,117
0,118
1,118
1,118
1,117
2,118
2,118
2,117
3,117
5,118
12,117
20,118
28,117
36,116
45,118
54,118
62,118
70,118
78,117
87,117
95,134
103,265
112,313
122,328
132,124
141,119
150,119
159,119
168,118
178,117
188,117
197,118
206,119
216,118
225,119
234,119
243,118
253,119
263,119
272,119
281,119
290,119
300,119
309,119
319,119
328,119
337,119
347,119
356,119
365,119
374,119
385,119
394,119
403,118
412,119
421,119
431,119
440,119
450,118
459,118
468,118
478,119
487,119
496,119
505,118
516,119
525,119
534,118
543,119
552,118
562,118
571,118
581,119
590,117
600,118
609,118
618,119
627,119
636,119
646,233
656,309
665,336
674,132
684,121
693,118
702,119
711,118
721,119
731,119
740,119
749,119
758,120
768,119
777,119
787,119
796,119
805,119
815,118
824,119
833,119
842,119
852,120
862,119
871,119
880,119
889,119
899,119
908,120
918,120
927,119
936,119
946,119
955,119
964,119
973,120
984,120
993,120
1002,121
1012,120
1022,121
1033,122
1043,118
1054,119
1064,119
1075,119
1085,119
1095,119
1105,118
1117,119
1127,119
1137,120
1147,120
1158,119
1168,119
1178,119
1189,119
1200,224
1210,317
1220,349
1230,127
1241,120
1252,119
1262,119
1272,119
1283,119
1293,119
1303,119
1314,120
1325,119
1335,119
1345,120
1355,120
1366,120
1376,120
1387,120
1397,120
1408,120
1418,120
1428,120
1438,120
1449,120
1460,171
1470,306
1480,346
1490,130
1501,122
1511,120
1522,120
1532,120
1543,120
1553,120
1563,120
1573,119
1585,120
1595,119
1605,119
1615,120
1626,120
1636,120
1647,119
1657,119
1668,120
1678,119
1688,119
1698,119
1709,120
1720,119
1730,120
1740,118
1751,119
1761,120
1771,120
1782,120
1793,120
1803,120
1813,120
1823,119
1833,120
1844,119
1855,120
1865,121
1875,120
1886,120
1896,120
1906,120
1917,120
1928,120
1938,120
1948,120
1958,120
1969,120
1980,120
1990,121
2000,120
2011,122
2021,283
2031,272
2041,149
2053,122
2063,121
2073,121
2083,120
2094,120
2104,120
2115,120
2125,121
2136,121
2146,121
2156,120
2166,120
2177,120
2188,121
2198,121
2208,120
2219,120
2229,120
2239,120
2250,121
2260,120
2271,120
2281,120
2291,120
2301,120
2313,119
2323,118
2333,119
2343,119
2354,119
2364,120
2374,119
2385,120
2396,119
2406,119
2416,119
2426,120
2437,120
2448,120
2458,250
2468,323
2479,136
2489,121
2499,120
2509,120
2521,120
2531,120
2541,120
2551,119
2562,120
2572,120
2583,120
2593,119
2604,119
2614,120
2624,120
2634,119
2646,120
2656,120
2666,120
2676,120
2686,120
2697,120
2707,120
2718,120
2728,120
2739,121
2749,120
2759,120
2769,120
2781,120
2791,120
2801,120
2811,120
2822,120
2832,120
2842,122
2853,121
2864,120
2874,120
2884,120
2894,120
2905,119
2916,120
2926,121
2936,121
2947,120
2957,121
2967,121
2978,121
2989,121
2999,120
3009,241
3019,325
3030,219
3040,122
3051,121
3061,120
3072,121
3082,120
3092,120
3102,121
3113,121
3124,122
3134,121
3144,122
3154,122
3165,123
3175,123
3186,125
3196,123
3207,125
3217,125
3227,125
3237,126
3249,126
3259,125
3269,126
3279,125
3290,128
3300,126
3311,128
3321,128
3332,128
3342,128
3352,128
3362,127
3373,127
3384,127
3394,128
3404,127
3415,128
3425,127
3435,126
3446,128
3457,127
3467,127
3477,127
3487,128
3497,127
3508,128
3519,128
3529,128
3539,128
3550,128
3560,338
3570,387
3581,151
3592,129
3602,129
3612,128
3622,128
3633,128
3644,128
3654,128
3664,128
3675,128
3685,128
3695,128
3705,129
3717,128
3727,128
3737,128
3747,127
3758,128
3768,128
3779,128
3789,128
3800,129
3810,128
3820,129
3830,128
3841,128
3852,128
3862,129
3872,128
3883,128
3893,128
3903,128
3914,128
3924,129
3935,129
3945,130
3955,129
3965,129
3977,129
3987,128
3997,129
4007,129
4018,129
4028,130
4038,128
4049,129
4060,129
4070,129
4080,128
4090,127
4101,128
4112,256
4122,419
4132,485
4143,134
4153,129
4163,130
4173,129
4185,129
4195,129
4205,129
4215,129
4226,128
4236,129
4247,129
4257,130
4268,129
4278,130
4288,129
4298,129
4310,129
4320,129
4330,129
4340,130
4350,129
4361,130
4371,130
4382,130
4392,130
4403,129
4413,129
4423,129
4433,135
4445,379
4455,499
4465,153
4475,131
4486,130
4496,130
4506,130
4517,130
4528,130
4538,130
4548,130
4558,129
4569,129
4580,130
4590,128
4600,128
4611,128
4621,129
4631,129
4642,130
4653,139
4663,204
4673,392
4683,497
4694,369
4704,209
4715,152
4725,135
4736,131
4746,129
4756,129
4766,130
4777,134
4788,141
4798,148
4808,148
4818,142
4829,137
4839,132
4850,130
4860,130
4871,130
4881,130
4891,129
4901,128
4913,129
4923,129
4933,129
4943,130
4954,129
4964,130
4975,129
4985,128
4996,130
5006,128
5016,129
5026,129
5037,129
5048,129
5058,129
5068,129
5079,139
5089,241
5099,428
5110,519
5121,561
5131,503
5141,215
5151,150
5161,139
5172,135
5183,135
5193,139
5203,146
5214,156
5224,169
5234,191
5245,209
5256,215
5266,233
5276,291
5286,407
5297,515
5308,566
5318,590
5328,600
5339,607
5349,611
5359,613
5369,615
5381,616
5391,617
5401,617
5411,618
5422,618
5432,618
5443,618
5453,617
5464,617
5474,616
5484,616
5494,616
5505,615
5516,614
5526,614
5536,613
5547,613
5557,612
5567,612
5578,611
5588,611
5599,611
5609,611
5619,612
5629,612
5641,613
5651,612
5661,612
5671,612
5682,613
5692,613
5702,614
5713,614
5724,616
5734,616
5744,615
5754,610
5765,156
5776,136
5786,132
5796,131
5807,131
5817,130
5827,130
5837,129
5849,129
5859,130
5869,130
5879,130
5890,129
5900,128
5911,128
5921,128
5932,129
5942,129
5952,129
5962,128
5974,128
5984,128
5994,129
6004,129
6014,129
6025,128
6035,129
6046,130
6056,129
6067,129
6077,129
6087,130
6097,129
6109,129
6119,129
6129,130
6139,130
6150,130
6160,129
6170,129
6181,129
6192,130
6202,130
6212,129
6222,130
6233,129
6244,129
6254,129
6264,129
6275,129
6285,130
6295,129
6306,128
6317,129
6327,129
6337,129
6347,130
6358,130
6368,129
6379,129
6389,129
6400,129
6410,129
6420,130
6430,130
6441,129
6452,129
6462,129
6472,130
6482,130
6493,129
6503,129
6514,129
6524,129
6535,130
6545,129
6555,129
6565,131
6577,130
6587,130
6597,130
6607,130
6618,130
6628,129
6639,129
6649,130
6660,129
